"sourceAddress","sum(inAmount)","inAsset"
"11677UDzWN95HfTz6bLcFGgvcNbL65Ncb1","37298468","BTC"
"18XP1u6YLxrjeHswTE5fsdNGsuJYE42tGa","1300000","BTC"
"1KuYWmujWCzSybSk1FikCqWKqKjbLJtyhf","1267425","BTC"
"18ET7V5VpaWggTvpanrrCpdk4GD3EpQeYY","1256938","BTC"
"1HtJM4dKUAMTed1X482gc6fhZGxssuS5Ek","1246113","BTC"
"1HtSG3NRng3itUNAN58Drt7cPph7VXDSL8","1200000","BTC"
"1AX8LCtWbeRSfRToYqZ9Am2vBxLKcMNfzm","1180000","BTC"
"1LAJCDDfernxDtNhwndYpmJu8qpvcqWXAm","1180000","BTC"
"1Hu8YzMosb4FtUrMPqhrkNu6Ku1Wzm4YR4","4573661","BTC"
"13XtSTiaANV7HZJiqNQzcWZgUHDWRpwN4z","1108000","BTC"
"1A8p6wdieEMcaRqayySg1gohJgivPfsGFb","1093986","BTC"
"1Q8NM6m97a74PW7bbTYYaEsQfQMqQKfh5y","1085841","BTC"
"1Fv8ESwyCs5gnJuz436uaoxcZ9QyaLUfw1","49080000","BTC"
"1PugKAJ527XNKPLUNxKZNKudFvWTmbnpz7","1080000","BTC"
"1GVFcgQJU7h6vYak1WQDTBq2GovzdChzMx","1040792","BTC"
"1LyfGBuUesWYEx9o3usViF2oiag7vqKE6g","1012438","BTC"
"1Nogmvn6oUYNMnsns1e3anpmVQNrksDoTZ","1010000","BTC"
"15zQwy9aVpTGFH4HXgxrTrYy3e85Fpdtcn","1000000","BTC"
"166pcWahnXE8z8dXwBajMco9i1JjfUeNfG","1000000","BTC"
"16xcW5fXHhoNJA9fm4Wcs6ZoUCVQbdEdX8","1000000","BTC"
"17mn85fzE3Y2bepowjeLZ4MMJasejbmzA1","1000000","BTC"
"18SK7uysyTVkUFazP7sq6koxQnPbuj3VVR","1000000","BTC"
"1AXwzFv1zAbQ6fc9EVCiRZMJMtbnZ9MXT2","1000000","BTC"
"1AqaisisKUtpQikt6ZCN1hB1X6Mcr1P6Rb","1000000","BTC"
"1C7PPjeAcdr8cMG3VdPukNCuGnuLhSsGS2","1000000","BTC"
"1DdfhFau6iycFA7WnQPKqX8V7j7eBUXYpZ","1000000","BTC"
"1EGbwJVW3Cht35wXw66m3zFKuN1FQsf4ec","2570000","BTC"
"1FL7eANTNCu9axkvn5Dq9vpNRCNtPercew","1000000","BTC"
"1FMc3EfhgLf4NA9EqnjcWrwDeAdJQ9Zpsk","1000000","BTC"
"1GsPsmZnUNFWj9uqtGpyGSVfvbQKGceNEk","1000000","BTC"
"1HARUMuoSXftAwY6jxMUutc9uKSCK9zxzF","1000000","BTC"
"1HMYYHPJtAGVpovgkDD68NfwHnSssPvChN","1000000","BTC"
"1KgRbTaH9otyEf3wQ5PMHUmXuNpegM9qpD","1000000","BTC"
"1LSZkMgHfB3dCcXBop3bYZdSGXFp7rHC1r","1000000","BTC"
"1Lzmye2XzSCBiULPsqZ2DREoLZEHuidZuB","1000000","BTC"
"1NcyRpAWUYoW93j8Ln8NkCqd7x9aTc5nYA","1000000","BTC"
"1Q1vDjBTQmyGsSW2vTas7mbRhdJ8gwDPF9","3000000","BTC"
"1ahgxF5tTGKDj6Tq7mixDZ1cv6xQSskpR","1000000","BTC"
"1FU9goPVonHyFprqfzcZdju58bHCrTgifM","998660","BTC"
"187ibPoAF1W67nMA8VVZCfQxCi3HmPdxee","3477800","BTC"
"1M7JW1LsYCHRucqQqQqWrM3oBWwQd9UJVU","3475600","BTC"
"14DcPShPVodqEgaLeKG4JNUJACw6x9gBHt","990000","BTC"
"14Kwps6waEver7qzrkCTBJDy4CswNasHHs","990000","BTC"
"19wkAGXg4v19CRdEEfbvzTgQxy3asszb2L","990000","BTC"
"1AwdXfpgN1VVQr4Xi5RKzY63oziifgPX5e","990000","BTC"
"1ELh1wCeVTR9o6YzKBCXh1qkRkGkxjjMwn","990000","BTC"
"1FrnrQwMN3RKiyWvriBScpiL22f8Cnkyno","990000","BTC"
"1JrPvCH9xj4Ctkw1qNTXb5bCw6oGye7z8G","990000","BTC"
"1KBV4rcnxxCrvb2vWMoya8V6jfgbfGbMKn","990000","BTC"
"1cdqePbordXSwW1s2VC2bfSLcnwQip9H6","1631934","BTC"
"1j2QcG4ExGAvFNkvVKTvZd8Yym8UVGNFx","990000","BTC"
"1BFL1hdWRnZ9CNiB1LCXbeMXFuuNxC4fSs","987800","BTC"
"1PLDdHcXZoUA5vVPd1VQf7BgA1BFhf15Gu","987800","BTC"
"14tv1awtSckk2sB2gmp3UswdXcFFMm9x4H","985500","BTC"
"16hZSYt6bQXDrAREKLMwhVatpCeuJHcmoY","983750","BTC"
"1226ARcKw8dKsit2VgRVw4dE2FVCKHhFQa","980000","BTC"
"13Yr5HMxnPHe86ueU8yBp3rwNt2t4BRPA6","980000","BTC"
"13b98HVKAmou4eKA3AB2JDKEAXFS3M2vAr","980000","BTC"
"1458BibWVomjGxLp13gTjx5jiVePVuftyZ","980000","BTC"
"15BDgdcnCGrP4izVVv22NzYkS463sTibp7","980000","BTC"
"16rWitTnLXUijz62BwTHPbY122UsmRepyD","980000","BTC"
"17Hy4SU7XR15XUyVP3vTjp6nzgjjzRow5D","980000","BTC"
"17QDBs8qQ6PxLyEcVGhb35QR3LtSDTzSqN","980000","BTC"
"18cLNVwheVp8Re9MFp1nV529iP7bn5nZMj","980000","BTC"
"18mte1jo7Gm6NYE5Hje1shbbG5DeNtQ2aA","980000","BTC"
"18nGMuCncfvCnaLEkaqTz7GFjFNedyoUi3","980000","BTC"
"1AJefQj7umStprorndN1MEXSTqTThgkaDR","980000","BTC"
"1Ar2ENSM6WFtiZuirdFVi9RxKZjz4eRuCp","980000","BTC"
"1B68fgcC6YZBJz8g7pwb6wZvwtj7niTWNP","980000","BTC"
"1DER8LULsNwB3aQHxJRHdoWgaJcLTu5LpK","980000","BTC"
"1DnH6H4d1r4ecE5X4JorU8X4Zu9HYGVHQM","980000","BTC"
"1ETfw3qacf1D2hTmD6fKY3dZ3Srp1tCT3r","980000","BTC"
"1EtNa8EfoqUEQZ9pDtknpuEZ4sNsa75RZm","980000","BTC"
"1GGRjBvj1v8smXo6LL8wdHnTnjhSLotJ1N","980000","BTC"
"1GUtv8Y1fmP2bDXKCwMK58UCbDCoJQSjt5","980000","BTC"
"1J2mNjHs7EPQmPM7A71Uz6crkoLV9XmMAD","980000","BTC"
"1JyvPTFxPPcgCtS8gUehqZvp2P4cAHBQfE","980000","BTC"
"1KBVB5BMCP2mJL4m1BuFM3DAq2Feu3KXYV","980000","BTC"
"1L3vAgJUAS6dVA8tKeyz8R9oKdFdnyvthk","980000","BTC"
"1Lcn9bWTeVm1iAxs9XSNrifhyqVGDVxiV3","980000","BTC"
"1M2NVQbGYbeV6QeAuWaaqA5x5qz55XFCVe","980000","BTC"
"1MfzzrFJG2ExQe3uzZySRgXoYfdSAjRifF","980000","BTC"
"1MrpREi1QpMu8XxMKX8ERKwHeDEJtUb2dP","980000","BTC"
"1N6M24kXxhhUg4ZbGAh1PK1wW4FJ73kRPy","980000","BTC"
"1Nj9r2chFK9qettHArjnYZ5qkfjD7JWGYK","980000","BTC"
"1P1ZUUFRY5rhYmvAQTmQ68kBysckSB1T8w","980000","BTC"
"1kZquifa8U6Lai7heDErkeyRF1tacFVrJ","980000","BTC"
"1kvJm8MGdZhmdMvg6SHKpjtNVAVVZvMEU","980000","BTC"
"1BcBJgLFStM4fPikdvjseKaD82nh2ihJHQ","970860","BTC"
"1F3U6dMnVKdiuA2YDtnjR7P8nVucEvKP8a","970000","BTC"
"149wt3r4W4YJYbLMvNaLe7SDKmNhRTMan1","960000","BTC"
"1NStzyo9Jta1Vu6P3knnGUpr2nGhPDB77z","960000","BTC"
"1JVq3PySsp1fqHqLpuUz2U2gTekQMVGK7a","50939180","BTC"
"1AsLdmwdExmQU6SqpzY6WjF7rnpjJwT93M","949151","BTC"
"145V2HTC1SrYfgziJwKeKspk76V8zoHzfZ","930220","BTC"
"1LGPLeq2AuJiuKVdc4BTySqoGUoWyNvU3C","930000","BTC"
"1QAA4wXe1vqm6GtJSGNxJv8v6GawQn4XRt","929000","BTC"
"1ExzhJGbgm7T3qEmByHNabhWUBsU6n3kyi","921300","BTC"
"1EGp9QbGhzDvTM6JBcDq4dCZaphg31hVJd","920000","BTC"
"1FHSpA5nRCLWcv6CMyThw5ztcXCFqc79Q1","903200","BTC"
"1FxfaeMFgTp5L2TmQHi9ubweCpmTcaCWq3","900000","BTC"
"1LaM7pYYuWoxbvfSSYU7WGpW21Scv7wnvB","900000","BTC"
"1k3wRnmhbgeGDT5rMyUDWtodoYN5eN5fJ","878000","BTC"
"1JYKvTSr6HBVgwrHToHiqCLQ1oaWx8W6zo","877000","BTC"
"1P3kCPcRsaY4PVMcZJMFQRvPXGhmSL5vN7","870000","BTC"
"1AL14UVQ7m6PE6aWD9mwuyo63KsZtFcrz5","2865965","BTC"
"1APAAL64ui55nPi48LNsuvSt5Q3b7cR4HN","850000","BTC"
"1KFundK4MN5gL6YBGuVJSV1NtA8w4K8Ctm","813522","BTC"
"1P7c56DWAScYZk7kheXYZH1DVeBk6fcB3B","810000","BTC"
"13rqAtVwiG1rRz1qMfSN8N8oj9DbfjYoM2","807729","BTC"
"1vzE7cwixFmWdBtjzBw9J3RKZiTdpLEpN","800000","BTC"
"17gyHZfmuex37GrHodHgyu811QD9q54A4H","1571053","BTC"
"12CtEUSwGyvH2zRu6Q5ByHqCtzpTaDiZDX","793000","BTC"
"1Hm2oEhjxUVfgTmjuVtpkibCiXjuG9p49y","792776","BTC"
"138FBYE7xKMWGBzxpbTpBxV5q1SgrkGyKj","790000","BTC"
"16v6Bb19VVcZmsys5fi9ygEpdD1kRyTtmD","790000","BTC"
"1A4CtYn94unWwYpGV6oicVE97JeY8E5NG9","785086","BTC"
"1A5NSSwE9DyzodFRiqab9c6auhvXbSREwx","781706","BTC"
"19WcAn2aG4jBigHmpmoNjzP2nhUgHyjSve","780641","BTC"
"1Dh5o7V55Eg2kiXupBgNtpVUgwU9KNyMSt","780000","BTC"
"1GwRu6x8FqKaNCpUm58dPxWt1N1RxJ6uKK","780000","BTC"
"1NsPJCDm12LxEpjqj3wWeecdrcGfL6Uphh","780000","BTC"
"1DyLucFm4SLkqmdZNcnphGjTv2Esv9eQoA","767071","BTC"
"1FEphpYfKbz81UTuCwmVcwLbcBSpPaa2Qe","832953","BTC"
"1AJtTvwYruf188fTi7ywnvwdiiyHSTbQQA","740000","BTC"
"1Brmomicn9KTDzGJd6SPoDi3Ag9dXb5g22","740000","BTC"
"1CGCdwyJu2GYjr3qCdY22MmocV8pvqkbFH","730000","BTC"
"1GFrmF8674WQ8qTgPqz1J9F1pa7qX9gnFg","5599006","BTC"
"16VGZZRvSHQzPnt4rgyALspDhJbUiexquL","696000","BTC"
"1MsdxYVswA1sYCsteyP7ncb9CXm84Dhx3K","649835","BTC"
"14spsMusLVCXzv7Q15ChbZKKJVDdBTdQ3K","580000","BTC"
"1MoB6Fgx1qDrthCAfn2ojAYjeVtpNn4Pcv","927800","BTC"
"1DjYNNNFBJBfBUfxGxJegDoU2rdM2mEU4S","543698","BTC"
"1MDYZZuMbFAFhTmVtGqPuQSTgPmdPKaHF","521047","BTC"
"15D3zDTJhvx2CCm7nbGSWHCxs9kT7pix7f","500000","BTC"
"18bRc71SzFnG5T1btDqLAC9wGeugd6Luav","500000","BTC"
"18sqiosY191qm3xt1CzHKv4o67NjyoUVWt","690000","BTC"
"1A7HHEuXmoqnYncsWQzwfF8bzDTSMHTK6e","500000","BTC"
"1HbJtt8hm7TGd2DhHvxuw4BRdZsd2iuxYp","500000","BTC"
"1Nf3CpnvfpgrEdrehCppCYYQVPEDnUMgLq","500000","BTC"
"1P95Z4x54oQKge4q1DnrM4dn251z1M9Jnb","1480000","BTC"
"1PJHczEt3PoXZzQyismx4mxNxGwqkkYwMJ","1000000","BTC"
"1PSTiBgQ9Joo58CrSDYqFV5iN5TL7iCuaV","500000","BTC"
"1mEJjh6d4iDKspbBfyFFbd2KRrYKuHZiH","500000","BTC"
"15x6jPbTuYwexsgbZCVwhGDuFtaowk952n","490200","BTC"
"17ZXCEBkiMgobGwT1oARryjEjibkXGnQNe","490000","BTC"
"18CbSc138L4QRLypaz7hk8XmzJ7XTJ2V2m","487800","BTC"
"12cxByJYmotfU1UVdrWTAgpyRddzWvHmnH","480000","BTC"
"139TfCdix2QTcguX1jY47GD5vvai1HNVGG","480000","BTC"
"14nUoCKLfysrETSWB24xBo9pyLmBokLaqi","480000","BTC"
"1DjWmRMJR2jxFGquaB75r3h9MLg6NPchHK","480000","BTC"
"1q1DsQeYBUBSKjx62V7pxxVnWNA3ZqsY3","480000","BTC"
"1J6Jg4MNH8Y93EmjoHj25thcWZsLydcShL","477800","BTC"
"1FaRQkgHhFnDzZaKUcFZKvG8zhRxn5vq1s","470000","BTC"
"1PU4ntxNtecRcPS4pGsfEvUdy9J8yixq26","470000","BTC"
"1GM2GP7mVsGufFrgAAWgzRNcAbW8ZGXBh5","430000","BTC"
"12ds5XMfJufZdHPwCVZhoSWtjZuBAq5pJM","410000","BTC"
"1DXjhuRD5dphUhh33gGm1W3LX5xseWqWZA","402739","BTC"
"1Lop4RmyAyZiMXtxGJ5zAcLE6js96PSrmH","400000","BTC"
"15rPMG5Wev3BdH9gWNn93uhtdj4esu8SXD","394821","BTC"
"19oCps9q8dKf3u6WNN7ahcDpkrCqxpFJp8","390256","BTC"
"1DK6baWTZmzodx4Pbq2mAyXPmBvdzHyc2c","334568","BTC"
"19qTncnRuFh1m7Y9yLLJa8Yq3cpP8Gzj1c","301125","BTC"
"188e8hHoA24m1CHbZ149m9rLViU5jqjPJi","777435","BTC"
"1AUFAAhYXypr7KQ5WTSqEn3ftJt8eNP54H","290000","BTC"
"1BXLLGJwo3UnupwvSVyPNd1zhebr8FdHEL","290000","BTC"
"14PRe3C5fyjhN6gAuU66y9G9nGzNvrhvGS","9646485","BTC"
"1CVNYia3ky5NWmLF8yVicPvV4569qnurY4","270000","BTC"
"13F8nGNRPgLPrxqLrpFkSuLcCM3Fq5pVr6","230000","BTC"
"16GZcYM8GZNjuBjrgxrkDGiVi26uo1RZbM","220000","BTC"
"1N8yNzyQtYwKsiTQwYSxoy1P6SocAVKo6H","205000","BTC"
"13zRLHESqrDCEdSajrNFPNL7bBUtDByWpz","1000000","BTC"
"1Apu3Nfxqcx56kRrk19vZ6pszSeZRYihzP","200000","BTC"
"1C7JgnfSn6j9uKDYoVDvQGVbL2H4yyHz8G","200000","BTC"
"1Ghq5nLSfbtqsEpjpbw1bF4AaVYimb4AUb","200000","BTC"
"1MAwYQDncQXTgUK8ZhnpAUZeFR3RqLDiz2","280000","BTC"
"12tR3Zjquie9tMR4wJjFxos2zH2k6jVpPp","190000","BTC"
"1EmzFaKhDFzUHGBTAAaQ6F7gR9omyWthuK","190000","BTC"
"18hwZU1DwsmVbWX3fDtThaSHnPQf7kR9z6","181506","BTC"
"192n5SemjChKNBPh6rrzj7xi4GM1YcRLy9","180000","BTC"
"1BV5EDG6zx3KnrPLkSjqkJUCmHwhKrRjfJ","360000","BTC"
"1QDYRVYgsAFQrggcpyM8kddejAccjEJFTf","180000","BTC"
"1AUwHAUnM6AbqL9o416kbRYQxTa5atTQMj","178400","BTC"
"183KQN2UiMRbyF4sovMm2c7cdf7YxxtJQe","151500","BTC"
"17E8gdWDW8jUu9eeA2QNT88h1rGpNs53bE","150350","BTC"
"1NjT4AkdaGiRx48ejbFP4tWzSYNYYeou7c","150000","BTC"
"1CmYBmySPUDBCEGrxyQ1hX98cDG7KuARxe","145650","BTC"
"1BdcxLpBZonAD1upQJYYYHVsBNhnvHK2j4","129800","BTC"
"1KSQfQp5cjs6hfqqkkRrm6dPoy9wmhjwv7","120435","BTC"
"18YaqRwPHXCzLWhhFsXr2VLqm2dWTEdvQ2","111821","BTC"
"1Bjy1Ema15z1osHPa8nznLXJMUdcHdZzFe","260000","BTC"
"19yVDqJQ7KShTqqA395eyY5EXhkXskRotq","108732","BTC"
"14E3vGVFmcDPWVj22Y3Mrqk9X7p3yZwNzn","100000","BTC"
"16kArSimWRCdHQ8pNRmqabaQXpj1dzn2W8","100000","BTC"
"184b4bQPH4GiCADdvLov2Vi6mRxXG2Hp4i","100000","BTC"
"1DmD9DCpgPihDjFxrkyN5CK9ggcEhnwcJs","100000","BTC"
"1Kde9j4vjCwmb4HQkKp7ULcYBPtfFs6FaQ","100000","BTC"
"1LREmbwZigcsEHZqQY3SCLmQTyd2Ud5NVq","95208","BTC"
"15cC6xmeXX4oAR23QiFF9DNMyvs4VNzcWq","90000","BTC"
"18eM8bCySytD7YkVJJiEfjpqnymBsEHANQ","90000","BTC"
"19xEwTXEanFYfJeYGEaXe2PC3SMjdRbiHb","90000","BTC"
"1HMUY7PoQSs1yLQs9MUe2cL6eC4dYmCPjs","90000","BTC"
"1NeBXncXTu6BNfa45UbqjZUeNdSJcDqQnY","90000","BTC"
"1PiY8W4afQDQN1AD7odMUWyb6j8uSRdWPP","90000","BTC"
"15onXGTpU3GmrkDfVAMrffYKqhNeF3tzcC","4980000","BTC"
"18mKbtiifcVrpiGyCrqWHsTE31La51NFeS","80000","BTC"
"1APvntFGfFE9ERZhiJh1Za5b2zhmgmZdrF","80000","BTC"
"1Dc6xyHHVe78XhM6tNuTzV8c1E5mW68coH","80000","BTC"
"1Gwzhh1QFi3VxAdevYsjPK72jMjmH3aWT7","80000","BTC"
"1JDNzemorB6q5Csmww5nSDfG73Z1v51cGA","80000","BTC"
"1NiciPxrMHDxQXvpP9c9ZQa4n13H1L3P62","78900","BTC"
"1LcEwzd9yqxsaErsfsPZ5PWtfAvwQwipz8","70000","BTC"
"1N76KtrTQsZfhjL5d42TY6zNHcPcZURAFN","70000","BTC"
"1CGrQVM4u51apPSM1vKXbrzBt67dkrJfnv","61001","BTC"
"1nAdJS5Dpw7aXoz9kdYLwFmZCEwFmYBuJ","8095000","BTC"
"1LbyRhK7VPZD96bxsCMDg3fMHPXoVncUTd","56525","BTC"
"1EhtFs5zFW3nYNi8YToG76RAHV4s7KrQdz","55881","BTC"
"132Ku41EBUtn8JwZdB38sTHaxZA27emKh6","50000","BTC"
"1imbwEzUjuUxpZkHmuidCkp1YeDTCubt3","50000","BTC"
"1BCkzCHzAzN1BdjuBDkVaNNyfDu7Yco6bg","48900","BTC"
"1EHuhbxNXez1TLYy48vE8GmitoLfAatubg","47683","BTC"
"12kcRgsNptNpSQDCz5E7BqacxAwkq3qZ7W","44144","BTC"
"1H6jdaK5UgKvkhghGGV9CCLs43XXfmDRtW","100037800","BTC"
"19G92mcEbRWFFmNgTx1rfG7dDAg1RpE9yn","30000","BTC"
"1Gmy9nNewjqLJ5yquZXzPuzvBFqua57E8S","30000","BTC"
"12ze3N3Qeet6ji82rw8JqaepTL9uUxihFX","14112","BTC"
"14x8CRciiGGoS1gtoDsW4CdpkSv6C83ZG8","10000","BTC"
"1M9Y1G2NS2j3ebUt4fLEzkr1m92mMGqiMR","10000","BTC"
"17X7guZeb6vk2JLLW829ZrJiQQ9V82P2MB","1","BTC"
"1NQLEkqiwJpH87G8squDFBjH5Cyscy9FkN","0.001","BTC"
